Service Request Number,Unnamed: 1,Service Request: Type Name,Work Order Number,Date/Time Opened,Date/Time Closed,Service Request Status,Service Request: Description,Department,Work Order Status,Street Block,Zip Code,Unnamed: 12
SR21-00315721,,No Heat Complaint,21-03728812,2/25/2021 6:13 AM,3/4/2021 9:33 AM,Completed,,DOB - Buildings,Closed,2200 S KIRKLAND AVE,60623.0,
SR21-00316673,,No Heat Complaint,21-03729345,2/25/2021 9:16 AM,3/2/2021 4:26 PM,Completed,,DOB - Buildings,Closed,7200 S EMERALD AVE,60621.0,
SR21-00317865,,No Heat Complaint,21-03730155,2/25/2021 11:13 AM,3/4/2021 9:00 AM,Completed,,DOB - Buildings,Closed,5800 S KEDZIE AVE,60629.0,
SR21-00320457,,No Heat Complaint,21-03731994,2/25/2021 3:44 PM,3/2/2021 9:10 AM,Completed,When the weather was very cold the furnace wouldn’t work. My landlord told me to bear with it even though it was 61 degrees. He sent technicians who were his buddies. Their fixes rarely last. Problem repeats.,DOB - Buildings,Closed,2600 W CORTEZ ST,60622.0,
SR21-00320518,,No Heat Complaint,21-03732032,2/25/2021 3:52 PM,2/26/2021 9:26 AM,Completed,no heat - leaking roof,DOB - Buildings,Closed,1600 W 79TH ST,60620.0,
SR21-00321205,,No Heat Complaint,21-03732453,2/25/2021 5:36 PM,3/2/2021 4:26 PM,Completed,"Gated building, no public access, buzzer on street or contact me.",DOB - Buildings,Closed,6200 S PULASKI RD,60629.0,
SR21-00322005,,No Heat Complaint,21-03732911,2/25/2021 8:45 PM,3/8/2021 11:00 AM,Completed,"I have pictures, videos, and text messages exchanged between me and maintenance & management old and new. Owner fired old management recently.",DOB - Buildings,Closed,0 E CHESTNUT ST,60611.0,
SR21-00323524,,No Heat Complaint,21-03733549,2/26/2021 8:34 AM,3/2/2021 5:17 PM,Completed,NO HEAT OR HOT WATER SINCE 2/11/21,DOB - Buildings,Closed,7000 S CALUMET AVE,60637.0,
SR21-00324792,,No Heat Complaint,21-03734377,2/26/2021 11:01 AM,3/3/2021 3:55 PM,Completed,,DOB - Buildings,Closed,2500 W FITCH AVE,60645.0,
SR21-00325865,,No Heat Complaint,21-03735129,2/26/2021 1:03 PM,3/2/2021 4:06 PM,Completed,,DOB - Buildings,Closed,1600 N CENTRAL AVE,60639.0,
SR21-00326408,,No Heat Complaint,21-03735507,2/26/2021 2:10 PM,3/3/2021 3:55 PM,Completed,,DOB - Buildings,Closed,6400 N SHERIDAN RD,60626.0,
SR21-00326670,,No Heat Complaint,21-03735709,2/26/2021 2:44 PM,3/3/2021 12:02 PM,Completed,,DOB - Buildings,Closed,1400 N NOBLE ST,60642.0,
SR21-00328901,,No Heat Complaint,21-03736816,2/26/2021 10:42 PM,3/2/2021 4:07 PM,Completed,,DOB - Buildings,Closed,3000 N MONITOR AVE,60634.0,
SR21-00329188,,No Heat Complaint,21-03736895,2/27/2021 2:17 AM,3/3/2021 2:33 PM,Completed,,DOB - Buildings,Closed,400 E 76TH ST,60619.0,
SR21-00329219,,No Heat Complaint,21-03736906,2/27/2021 3:15 AM,3/3/2021 12:02 PM,Completed,,DOB - Buildings,Closed,3100 W MONROE ST,60612.0,
SR21-00329241,,No Heat Complaint,21-03736910,2/27/2021 3:49 AM,3/4/2021 9:45 AM,Completed,,DOB - Buildings,Closed,3100 W MONROE ST,60612.0,
SR21-00329431,,No Heat Complaint,21-03736972,2/27/2021 7:05 AM,3/4/2021 9:45 AM,Completed,,DOB - Buildings,Closed,4100 W WILCOX ST,60624.0,
SR21-00329645,,No Heat Complaint,21-03737065,2/27/2021 8:24 AM,3/3/2021 12:02 PM,Completed,,DOB - Buildings,Closed,2900 W ARTHINGTON ST,60612.0,
SR21-00329802,,No Heat Complaint,21-03737128,2/27/2021 8:53 AM,3/4/2021 11:01 AM,Completed,,DOB - Buildings,Closed,7300 S WABASH AVE,60619.0,
SR21-00330461,,No Heat Complaint,21-03737419,2/27/2021 11:31 AM,3/3/2021 2:32 PM,Completed,,DOB - Buildings,Closed,7200 S STONY ISLAND AVE,60649.0,
SR21-00331128,,No Heat Complaint,21-03737760,2/27/2021 2:28 PM,3/4/2021 8:33 AM,Completed,,DOB - Buildings,Closed,8200 S COLES AVE,60617.0,
SR21-00333343,,No Heat Complaint,,2/28/2021 6:54 AM,3/2/2021 12:38 PM,Completed,,DOB - Buildings,,,60659.0,
SR21-00336125,,No Heat Complaint,21-03739639,2/28/2021 7:17 PM,3/3/2021 2:32 PM,Completed,,DOB - Buildings,Closed,4000 S LAKE PARK AVE,60653.0,
SR21-00336812,,No Heat Complaint,21-03739910,2/28/2021 11:37 PM,3/3/2021 2:33 PM,Completed,,DOB - Buildings,Closed,7900 S MERRILL AVE,60649.0,
SR21-00336873,,No Heat Complaint,21-03739943,3/1/2021 12:27 AM,3/3/2021 3:55 PM,Completed,,DOB - Buildings,Closed,4000 N LAPORTE AVE,60641.0,
SR21-00336918,,No Heat Complaint,,3/1/2021 1:12 AM,3/2/2021 11:25 AM,Completed,,DOB - Buildings,,,60640.0,
SR21-00337225,,No Heat Complaint,21-03740073,3/1/2021 6:48 AM,3/3/2021 3:55 PM,Completed,,DOB - Buildings,Closed,1900 N CLEVELAND AVE,60614.0,
SR21-00338128,,No Heat Complaint,21-03740504,3/1/2021 9:49 AM,3/2/2021 6:04 PM,Completed,,DOB - Buildings,Closed,2300 E 70TH PL,60649.0,
SR21-00338314,,No Heat Complaint,21-03740574,3/1/2021 10:16 AM,3/8/2021 9:33 AM,Completed,,DOB - Buildings,Closed,6300 S KILPATRICK AVE,60629.0,
SR21-00338929,,No Heat Complaint,21-03740892,3/1/2021 11:49 AM,3/2/2021 4:07 PM,Completed,,DOB - Buildings,Closed,1600 N LUNA AVE,60639.0,
SR21-00339351,,No Heat Complaint,21-03741073,3/1/2021 12:55 PM,3/3/2021 3:55 PM,Completed,,DOB - Buildings,Closed,4800 N ASHLAND AVE,60640.0,
SR21-00339406,,No Heat Complaint,21-03741097,3/1/2021 1:02 PM,3/4/2021 3:16 PM,Completed,Today I was informed by maintenance that there are dead burns in my furnace and the whole system needs to be replaced.,DOB - Buildings,Closed,5300 S DAMEN AVE,60609.0,
SR21-00340286,,No Heat Complaint,21-03741507,3/1/2021 3:13 PM,3/4/2021 3:11 PM,Completed,Please contact caller prior to coming out for entry,DOB - Buildings,Closed,2400 W LITHUANIAN PLAZA CT,60629.0,
SR21-00340565,,No Heat Complaint,21-03741633,3/1/2021 4:05 PM,3/3/2021 3:55 PM,Completed,,DOB - Buildings,Closed,1700 W ROSCOE ST,60657.0,
SR21-00340752,,No Heat Complaint,21-03741715,3/1/2021 4:40 PM,3/3/2021 2:33 PM,Completed,,DOB - Buildings,Closed,1600 E 67TH ST,60649.0,
SR21-00342140,,No Heat Complaint,21-03742393,3/1/2021 10:29 PM,3/3/2021 3:55 PM,Completed,"Per caller, her landlord has been looking for someone to fix the baseboard electric heat and thus far she has not found anyone to come do it.  The second floor of this duplex has radiant heat and the first floor has electric heating.",DOB - Buildings,Closed,1500 W ARDMORE AVE,60660.0,
SR21-00342623,,No Heat Complaint,21-03742578,3/2/2021 6:16 AM,3/4/2021 7:55 AM,Completed,,DOB - Buildings,Closed,10900 S VERNON AVE,60628.0,
SR21-00343213,,No Heat Complaint,21-03742887,3/2/2021 8:28 AM,3/2/2021 4:06 PM,Completed,,DOB - Buildings,Closed,0 N CENTRAL AVE,60644.0,
SR21-00343390,,No Heat Complaint,,3/2/2021 8:49 AM,3/4/2021 11:01 AM,Completed,,DOB - Buildings,,,60619.0,
SR21-00343627,,No Heat Complaint,21-03743183,3/2/2021 9:13 AM,3/4/2021 8:03 AM,Completed,Please contact caller prior to coming out - for entry,DOB - Buildings,Closed,3400 W CHICAGO AVE,60651.0,
SR21-00343725,,No Heat Complaint,21-03743260,3/2/2021 9:19 AM,3/9/2021 12:23 PM,Completed,,DOB - Buildings,Closed,2800 S KENNETH AVE,60623.0,
SR21-00345707,,No Heat Complaint,21-03744665,3/2/2021 11:44 AM,3/4/2021 1:39 PM,Completed,,DOB - Buildings,Closed,7900 S EBERHART AVE,60619.0,
SR21-00345953,,No Heat Complaint,21-03744837,3/2/2021 12:02 PM,3/4/2021 9:49 AM,Completed,"Please contact caller prior to coming out- for entry.  Previously reported caller was told by management that there are no repairs going to be made- for some time , caller states that his apt is extremely cold.",DOB - Buildings,Closed,0 N WALLER AVE,60644.0,
SR21-00346747,,No Heat Complaint,21-03745368,3/2/2021 1:17 PM,3/9/2021 2:07 PM,Completed,aptX there is some sparks--no door bells please call the phone instead,DOB - Buildings,Closed,300 E 70TH PL,60637.0,
SR21-00347312,,No Heat Complaint,21-03745778,3/2/2021 1:56 PM,3/9/2021 2:07 PM,Completed,no working door bell,DOB - Buildings,Closed,6800 S DR MARTIN LUTHER KING JR DR,60637.0,
SR21-00350390,,No Heat Complaint,21-03747156,3/2/2021 9:04 PM,3/4/2021 8:57 AM,Completed,SR21-00249312 Reference to this request,DOB - Buildings,Closed,4100 N DRAKE AVE,60618.0,
SR21-00352572,,No Heat Complaint,21-03748088,3/3/2021 9:16 AM,3/5/2021 10:14 AM,Completed,,DOB - Buildings,Closed,4100 W CERMAK RD,60623.0,
SR21-00354073,,No Heat Complaint,21-03748936,3/3/2021 11:10 AM,3/5/2021 3:16 PM,Completed,Please contact caller prior to coming out for entry,DOB - Buildings,Closed,2700 N KIMBALL AVE,60647.0,
SR21-00354150,,No Heat Complaint,21-03748978,3/3/2021 11:15 AM,3/5/2021 10:12 AM,Completed,"I will be home until 1pm today, March 3, 2021. Not sure when I will be home. Having a hospital procedure done. Also, I have a dog in the unit.",DOB - Buildings,Closed,900 W ARGYLE ST,60640.0,
SR21-00354783,,No Heat Complaint,21-03749328,3/3/2021 12:08 PM,3/4/2021 8:59 AM,Completed,,DOB - Buildings,Closed,2900 W 58TH ST,60629.0,
SR21-00355333,,No Heat Complaint,21-03749595,3/3/2021 12:57 PM,3/5/2021 1:23 PM,Completed,Please text and I’ll be sure to let in the inspector.,DOB - Buildings,Closed,2600 W CORTEZ ST,60622.0,
SR21-00356569,,No Heat Complaint,21-03750318,3/3/2021 2:55 PM,3/5/2021 10:14 AM,Completed,"Owners:  Jaime and Luzia Contreras
708-573-XXXX",DOB - Buildings,Closed,2200 S CENTRAL PARK AVE,60623.0,
SR21-00356727,,No Heat Complaint,21-03750402,3/3/2021 3:10 PM,3/5/2021 8:49 PM,Completed,SR21-00216956 Reference to this request caller states to please call upon arrival to get access to the apartment. Per caller and per building inspector. Caller received a phone call from the building inspector and was told there was no access she was told they will call when they arrive this time.,DOB - Buildings,Closed,800 N HOMAN AVE,60651.0,
SR21-00357688,,No Heat Complaint,21-03750846,3/3/2021 4:50 PM,3/5/2021 10:14 AM,Completed,A child in the home has a disability. The landlord maybe retaliating against this tenant.,DOB - Buildings,Closed,4400 W MONROE ST,60624.0,
SR21-00358218,,No Heat Complaint,21-03751115,3/3/2021 6:16 PM,3/5/2021 3:22 PM,Completed,,DOB - Buildings,Closed,2500 W FITCH AVE,60645.0,
SR21-00359065,,No Heat Complaint,21-03751444,3/3/2021 9:10 PM,3/5/2021 10:14 AM,Completed,,DOB - Buildings,Closed,2900 W HARRISON ST,60612.0,
SR21-00359118,,No Heat Complaint,,3/3/2021 9:21 PM,3/4/2021 8:57 AM,Completed,,DOB - Buildings,,,60618.0,
SR21-00359945,,No Heat Complaint,21-03751720,3/4/2021 5:03 AM,3/4/2021 1:39 PM,Completed,,DOB - Buildings,Closed,7500 S KENWOOD AVE,60619.0,
SR21-00360146,,No Heat Complaint,21-03751769,3/4/2021 6:44 AM,3/4/2021 3:11 PM,Completed,,DOB - Buildings,Closed,4200 S COTTAGE GROVE AVE,60653.0,
SR21-00361788,,No Heat Complaint,21-03752314,3/4/2021 9:27 AM,3/8/2021 9:33 AM,Completed,,DOB - Buildings,Closed,7800 S SOUTH SHORE DR,60649.0,
SR21-00363562,,No Heat Complaint,21-03753489,3/4/2021 12:36 PM,3/8/2021 8:53 AM,Completed,,DOB - Buildings,Closed,1300 W 81ST ST,60620.0,
SR21-00364282,,No Heat Complaint,21-03753952,3/4/2021 2:04 PM,3/9/2021 2:01 PM,Completed,Please contact caller back- she has reported several times these issues to 311 still has not heard from a building inspector to resolve- PLEASE CONTACT CALLER BACK WOULD LIKE TO SPEAK TO BUILDING INSPECTOR DIRECTLY ABOUT THESE ISSUES.,DOB - Buildings,Closed,7300 S WABASH AVE,60619.0,
SR21-00365842,,No Heat Complaint,21-03755011,3/4/2021 5:19 PM,3/10/2021 3:37 PM,Completed,,DOB - Buildings,Closed,100 E 117TH ST,60628.0,
SR21-00366470,,No Heat Complaint,21-03755244,3/4/2021 7:49 PM,3/9/2021 12:56 PM,Completed,,DOB - Buildings,Closed,4100 N DRAKE AVE,60618.0,
SR21-00368046,,No Heat Complaint,21-03755866,3/5/2021 8:27 AM,3/15/2021 9:48 AM,Completed,"All common lights, cameras are off.  Heat and hot water are all off.",DOB - Buildings,Closed,800 E 92ND ST,60619.0,
SR21-00368064,,No Heat Complaint,21-03755875,3/5/2021 8:30 AM,3/10/2021 10:44 AM,Completed,,DOB - Buildings,Closed,800 E 89TH PL,60619.0,
SR21-00368087,,No Heat Complaint,,3/5/2021 8:35 AM,3/10/2021 10:44 AM,Completed,,DOB - Buildings,,,60619.0,
SR21-00368097,,No Heat Complaint,,3/5/2021 8:37 AM,3/15/2021 9:48 AM,Completed,"Owner is aware, but trying to sell building so stopped paying utilities last year, now just cut off.",DOB - Buildings,,,60619.0,
SR21-00368108,,No Heat Complaint,21-03755894,3/5/2021 8:39 AM,3/8/2021 8:53 AM,Completed,"owner knows.  is trying to sell property, has not paid utilities in over a year, finally cut off.",DOB - Buildings,Closed,6900 S SANGAMON ST,60621.0,
SR21-00368118,,No Heat Complaint,21-03755901,3/5/2021 8:40 AM,3/8/2021 2:43 PM,Completed,Our heaters are propped up on planks. Maintenance told other tenants that the heat was not turned on because warmer weather even though the units are still cold,DOB - Buildings,Closed,4000 N LAPORTE AVE,60641.0,
SR21-00368606,,No Heat Complaint,21-03756171,3/5/2021 9:35 AM,3/8/2021 10:09 AM,Completed,Please contact caller prior to coming out for entry,DOB - Buildings,Closed,6600 S GREENWOOD AVE,60637.0,
SR21-00368986,,No Heat Complaint,21-03756456,3/5/2021 10:12 AM,3/12/2021 1:15 PM,Completed,,DOB - Buildings,Closed,1300 W 68TH ST,60636.0,
SR21-00369408,,No Heat Complaint,21-03756775,3/5/2021 10:54 AM,3/12/2021 3:18 PM,Completed,Please contact caller prior to coming out for entry - MUST KNOW WHEN INSPECTOR IS COMING OUT FOR ENTRY.  CALLER HAS BEEN REPORTING THIS PROBLEM FOR MONTHS - NO INSPECTOR HAS RETURNED ANY OF HER CALLS FOR ENTRY INTO HER APT- SHE IS VERY UPSET THAT HER DAUGHTER IS SICK NOW.,DOB - Buildings,Closed,1300 W MARQUETTE RD,60636.0,
SR21-00369677,,No Heat Complaint,21-03756968,3/5/2021 11:25 AM,3/8/2021 3:43 PM,Completed,EMERGENCY- Please contact caller prior to coming out for entry,DOB - Buildings,Closed,100 N MAYFIELD AVE,60644.0,
SR21-00371644,,No Heat Complaint,21-03758317,3/5/2021 3:06 PM,3/9/2021 3:19 PM,Completed,,DOB - Buildings,Closed,400 E 107TH ST,60628.0,
SR21-00373153,,No Heat Complaint,21-03759108,3/5/2021 8:39 PM,3/8/2021 2:43 PM,Completed,,DOB - Buildings,Closed,5300 W PENSACOLA AVE,60641.0,
SR21-00375105,,No Heat Complaint,21-03759815,3/6/2021 12:03 PM,3/8/2021 3:43 PM,Completed,,DOB - Buildings,Closed,5900 W CORCORAN PL,60644.0,
SR21-00375678,,No Heat Complaint,21-03760023,3/6/2021 2:01 PM,3/8/2021 2:43 PM,Completed,,DOB - Buildings,Closed,2400 W GRANVILLE AVE,60659.0,
SR21-00376405,,No Heat Complaint,21-03760260,3/6/2021 4:50 PM,3/8/2021 10:01 AM,Completed,,DOB - Buildings,Closed,6800 S LANGLEY AVE,60637.0,
SR21-00376615,,No Heat Complaint,21-03760327,3/6/2021 5:46 PM,3/8/2021 3:44 PM,Completed,,DOB - Buildings,Closed,5300 W WELLINGTON AVE,60641.0,
SR21-00376895,,No Heat Complaint,,3/6/2021 6:59 PM,3/8/2021 3:44 PM,Completed,No electricity/heat in over 4 months,DOB - Buildings,,,60641.0,
SR21-00377103,,No Heat Complaint,21-03760478,3/6/2021 8:05 PM,3/8/2021 12:17 PM,Completed,,DOB - Buildings,Closed,800 W WINDSOR AVE,60640.0,
SR21-00377163,,No Heat Complaint,21-03760502,3/6/2021 8:27 PM,3/8/2021 10:01 AM,Completed,,DOB - Buildings,Closed,8100 S STATE ST,60619.0,
SR21-00378994,,No Heat Complaint,21-03761085,3/7/2021 11:39 AM,3/8/2021 3:43 PM,Completed,,DOB - Buildings,Closed,5100 W WABANSIA AVE,60639.0,
SR21-00379142,,No Heat Complaint,21-03761136,3/7/2021 12:17 PM,3/8/2021 4:31 PM,Completed,,DOB - Buildings,Closed,1300 W 91ST ST,60620.0,
SR21-00379183,,No Heat Complaint,21-03761146,3/7/2021 12:25 PM,3/9/2021 11:11 AM,Completed,,DOB - Buildings,Closed,800 E 77TH ST,60619.0,
SR21-00380550,,No Heat Complaint,,3/7/2021 5:56 PM,3/8/2021 3:43 PM,Completed,,DOB - Buildings,,,60639.0,
SR21-00380621,,No Heat Complaint,,3/7/2021 6:18 PM,3/9/2021 12:23 PM,Completed,,DOB - Buildings,,,60623.0,
SR21-00383130,,No Heat Complaint,21-03762952,3/8/2021 10:03 AM,3/11/2021 7:47 AM,Completed,,DOB - Buildings,Closed,1800 E 95TH ST,60617.0,
SR21-00383484,,No Heat Complaint,21-03763226,3/8/2021 10:40 AM,3/15/2021 1:33 PM,Completed,,DOB - Buildings,Closed,2700 N KIMBALL AVE,60647.0,
SR21-00384082,,No Heat Complaint,,3/8/2021 11:44 AM,3/8/2021 3:43 PM,Completed,The caller states that she needs an inspector to contact her at least 30 to 45 minutes before the inspection because she does work during the day. She has to be at work at 10 am.,DOB - Buildings,,,60644.0,
SR21-00384129,,No Heat Complaint,21-03763728,3/8/2021 11:47 AM,3/18/2021 9:54 AM,Completed,,DOB - Buildings,Closed,5000 W HENDERSON ST,60641.0,
SR21-00385754,,No Heat Complaint,21-03764750,3/8/2021 2:48 PM,3/11/2021 3:01 PM,Completed,,DOB - Buildings,Closed,4000 S MAPLEWOOD AVE,60632.0,
SR21-00385865,,No Heat Complaint,21-03764818,3/8/2021 3:00 PM,3/10/2021 2:32 PM,Completed,,DOB - Buildings,Closed,2400 W 34TH PL,60608.0,
SR21-00387310,,No Heat Complaint,21-03765642,3/8/2021 6:35 PM,3/18/2021 9:54 AM,Completed,,DOB - Buildings,Closed,1700 W ESTES AVE,60626.0,
SR21-00387461,,No Heat Complaint,21-03765720,3/8/2021 7:10 PM,3/12/2021 3:18 PM,Completed,,DOB - Buildings,Closed,500 E 48TH ST,60615.0,
SR21-00388315,,No Heat Complaint,21-03766093,3/9/2021 2:45 AM,3/18/2021 9:54 AM,Completed,,DOB - Buildings,Closed,6300 N ARTESIAN AVE,60659.0,
SR21-00388750,,No Heat Complaint,21-03766295,3/9/2021 7:34 AM,3/15/2021 1:33 PM,Completed,,DOB - Buildings,Closed,500 W BELMONT AVE,60657.0,
SR21-00390927,,No Heat Complaint,,3/9/2021 11:44 AM,3/9/2021 2:07 PM,Completed,please call before bell is broke,DOB - Buildings,,,60637.0,
SR21-00391456,,No Heat Complaint,21-03768220,3/9/2021 12:37 PM,3/12/2021 4:10 PM,Completed,suffered from carbonoxide poisoning,DOB - Buildings,Closed,800 W 34TH ST,60608.0,
SR21-00393045,,No Heat Complaint,21-03769294,3/9/2021 3:20 PM,3/12/2021 3:18 PM,Completed,,DOB - Buildings,Closed,4300 S WOOD ST,60609.0,
SR21-00393117,,No Heat Complaint,21-03769348,3/9/2021 3:28 PM,3/11/2021 3:20 PM,Completed,,DOB - Buildings,Closed,4500 S KEDZIE AVE,60632.0,
SR21-00394190,,No Heat Complaint,21-03769965,3/9/2021 6:00 PM,3/12/2021 3:18 PM,Completed,,DOB - Buildings,Closed,3500 S PARNELL AVE,60609.0,
SR21-00395419,,No Heat Complaint,21-03770485,3/10/2021 3:14 AM,3/11/2021 4:24 PM,Completed,,DOB - Buildings,Closed,5900 S CAMPBELL AVE,60629.0,
SR21-00397034,,No Heat Complaint,21-03771441,3/10/2021 10:03 AM,3/11/2021 4:21 PM,Completed,Please contact caller prior to coming out - for entry,DOB - Buildings,Closed,6100 S WHIPPLE ST,60629.0,
SR21-00398684,,No Heat Complaint,21-03772597,3/10/2021 12:50 PM,3/11/2021 4:04 PM,Completed,mgmt co. name is ---wpd mgmt,DOB - Buildings,Closed,6900 S CLYDE AVE,60649.0,
SR21-00400820,,No Heat Complaint,21-03773977,3/10/2021 4:28 PM,3/11/2021 4:05 PM,Completed,,DOB - Buildings,Closed,7600 W ADDISON ST,60634.0,
SR21-00402818,,No Heat Complaint,21-03774850,3/11/2021 3:59 AM,3/11/2021 4:04 PM,Completed,,DOB - Buildings,Closed,5300 S CORNELL AVE,60615.0,
SR21-00403048,,No Heat Complaint,,3/11/2021 6:54 AM,3/12/2021 3:18 PM,Completed,,DOB - Buildings,,,60615.0,
SR21-00404028,,No Heat Complaint,21-03775525,3/11/2021 9:12 AM,3/15/2021 1:33 PM,Completed,doorbells broken--------call before coming out,DOB - Buildings,Closed,300 N LOTUS AVE,60644.0,
SR21-00405137,,No Heat Complaint,21-03776276,3/11/2021 11:07 AM,3/12/2021 9:00 AM,Completed,,DOB - Buildings,Closed,6900 S SANGAMON ST,60621.0,
SR21-00408307,,No Heat Complaint,,3/11/2021 4:37 PM,3/12/2021 9:00 AM,Completed,,DOB - Buildings,,,60621.0,
SR21-00408361,,No Heat Complaint,21-03778213,3/11/2021 4:43 PM,3/12/2021 11:20 AM,Completed,renting an illegal  attic,DOB - Buildings,Closed,4000 S MAPLEWOOD AVE,60632.0,
SR21-00408514,,No Heat Complaint,21-03778265,3/11/2021 5:05 PM,3/15/2021 12:20 PM,Completed,,DOB - Buildings,Closed,5300 W PENSACOLA AVE,60641.0,
SR21-00409125,,No Heat Complaint,21-03778529,3/11/2021 7:06 PM,3/16/2021 10:48 AM,Completed,"75XX-75XX ENTIRE BUILDING PER CALLER

THIS WAS CALLED IN BY A VISITOR",DOB - Buildings,Closed,7500 S BLACKSTONE AVE,60619.0,
SR21-00410278,,No Heat Complaint,,3/12/2021 7:01 AM,3/12/2021 9:00 AM,Completed,,DOB - Buildings,,,60621.0,
SR21-00410373,,No Heat Complaint,21-03779033,3/12/2021 7:20 AM,3/15/2021 1:22 PM,Completed,,DOB - Buildings,Closed,8300 S INGLESIDE AVE,60619.0,
SR21-00413560,,No Heat Complaint,21-03780906,3/12/2021 12:49 PM,3/15/2021 11:31 AM,Completed,,DOB - Buildings,Closed,8200 S MARYLAND AVE,60619.0,
SR21-00415400,,No Heat Complaint,21-03781990,3/12/2021 4:10 PM,3/16/2021 11:59 AM,Completed,,DOB - Buildings,Closed,4700 S VINCENNES AVE,60615.0,
SR21-00415435,,No Heat Complaint,21-03782004,3/12/2021 4:14 PM,3/18/2021 9:54 AM,Completed,Email of interaction uploaded if helpful.,DOB - Buildings,Closed,3900 N FREMONT ST,60613.0,
SR21-00418389,,No Heat Complaint,21-03783065,3/13/2021 10:40 AM,3/15/2021 2:09 PM,Completed,,DOB - Buildings,Closed,8200 S EVANS AVE,60619.0,
SR21-00419167,,No Heat Complaint,21-03783361,3/13/2021 1:39 PM,3/15/2021 11:31 AM,Completed,,DOB - Buildings,Closed,3400 S RHODES AVE,60616.0,
SR21-00420511,,No Heat Complaint,21-03783839,3/13/2021 6:52 PM,3/22/2021 9:41 AM,Completed,,DOB - Buildings,Closed,2600 N HARDING AVE,60647.0,
SR21-00420827,,No Heat Complaint,21-03783959,3/13/2021 8:32 PM,3/15/2021 2:52 PM,Completed,,DOB - Buildings,Closed,7900 S DREXEL AVE,60619.0,
SR21-00421090,,No Heat Complaint,,3/13/2021 10:16 PM,3/15/2021 2:52 PM,Completed,SR21-00420827 - previous request does not have callers cell # 773XXXXXXX,DOB - Buildings,,,60619.0,
SR21-00422208,,No Heat Complaint,21-03784435,3/14/2021 10:49 AM,3/16/2021 11:25 AM,Completed,,DOB - Buildings,Closed,6600 S MICHIGAN AVE,60637.0,
SR21-00422814,,No Heat Complaint,21-03784714,3/14/2021 1:26 PM,3/18/2021 9:54 AM,Completed,,DOB - Buildings,Closed,4100 N DRAKE AVE,60618.0,
SR21-00422984,,No Heat Complaint,,3/14/2021 1:59 PM,3/16/2021 10:48 AM,Completed,,DOB - Buildings,,,60619.0,
SR21-00423392,,No Heat Complaint,21-03784944,3/14/2021 3:39 PM,3/16/2021 1:40 PM,Completed,TENANT HAS BEEN WITHOUT HEAT FOR OVER 5-DYS,DOB - Buildings,Closed,7800 S WINCHESTER AVE,60620.0,
SR21-00424474,,No Heat Complaint,21-03785303,3/14/2021 8:34 PM,3/18/2021 12:31 PM,Completed,This is my second request about Margaret not keeping the heat on.,DOB - Buildings,Closed,4300 N DAYTON ST,60613.0,
